"soc_name"
"Animal Scientists"
"ANIMAL SCIENTISTS"
"ANIMAL TRAINERS"
"ANTHROPOLOGIST AND ARCHEOLOGIST"
"Anthropologists and Archeologists"
"ANTHROPOLOGISTS AND ARCHEOLOGISTS"
"ANTHROPOLOGY AND ARCHEOLOGY TEACHERS,"
"Anthropology and Archeology Teachers, Postsecondar"
"ANTHROPOLOGY AND ARCHEOLOGY TEACHERS, POSTSECONDAR"
"APPLICATION DEVELOPER"
"APPLICATION PROGRAMMER"
"Appraisers and Assessors of Real Estate"
"APPRAISERS AND ASSESSORS OF REAL ESTATE"
"Arbitrators, Mediators, and Conciliators"
"ARBITRATORS, MEDIATORS, AND CONCILIATORS"
"ARCHITECT, EXCEPT LANDSCAPE AND NAVAL"
"Architects, Except Landscape and Naval"
"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL"
"Architectural and Civil Drafters"
"ARCHITECTURAL AND CIVIL DRAFTERS"
"Architectural and Engineering Managers"
"ARCHITECTURAL AND ENGINEERING MANAGERS"
"ARCHITECTURAL AND ENGINEERS MANAGERS"
"Architectural Drafters"
"ARCHITECTURAL DRAFTERS"
"Architecture Teachers, Postsecondary"
"ARCHITECTURE TEACHERS, POSTSECONDARY"
"Archivists"
"ARCHIVISTS"
"AREA, ETHNIC, & CULTURAL TEACHERS, POSTSECONDARY"
"AREA, ETHNIC, AND CULTURAL STUDIES TEACHERS,"
"Area, Ethnic, and Cultural Studies Teachers, Posts"
"AREA, ETHNIC, AND CULTURAL STUDIES TEACHERS, POSTS"
"Art Directors"
"ART DIRECTORS"
"ART, DRAMA AND MUSIC TEACHERS, POSTSECONDARY"
"ART, DRAMA, AND MUSIC TEACHER, POSTSECONDARY"
"Art, Drama, and Music Teachers, Postsecondary"
"ART, DRAMA, AND MUSIC TEACHERS, POSTSECONDARY"
"Artists and Related Workers, All Other"
"ARTISTS AND RELATED WORKERS, ALL OTHER"
"Assemblers and Fabricators, All Other"
"ASSOCIATE DOCTOR OF CHIROPRACTIC"
"Astronomers"
"ASTRONOMERS"
"ATHLETES AND SPORTS COMPETITORS"
"Athletic Trainers"
"ATHLETIC TRAINERS"
"Atmospheric and Space Scientists"
"ATMOSPHERIC AND SPACE SCIENTISTS"
"ATMOSPHERIC, EARTH, MARINE, & SPACE SCIENCES TEACH"
"ATMOSPHERIC, EARTH, MARINE, AND SPACE SCIENCES"
"Atmospheric, Earth, Marine, and Space Sciences Tea"
"ATMOSPHERIC, EARTH, MARINE, AND SPACE SCIENCES TEA"
"ATMOSPHERIC, EARTH, MARINE, AND SPACE SCIENCES TEACHERS, POSTSECONDARY"
"ATMOSPHERIC, EARTH, MARINE, SPACE SCIENCES TEACHER"
"ATTORNEY"
"Audio and Video Equipment Technicians"
"AUDIO AND VIDEO EQUIPMENT TECHNICIANS"
"AUDIO-VISUAL AND MULTIMEDIA COLLECTIONS"
"Audio-Visual and Multimedia Collections Specialist"
"Audio-Visual Collections Specialists"
"Audiologists"
"AUDIOLOGISTS"
"Auditors"
"AUDITORS"
"AUTOMOTIVE BODY AND RELATED REPAIRERS"
"AUTOMOTIVE ENGINEER"
"AUTOMOTIVE ENGINEERS"
"Automotive Service Technicians and Mechanics"
"AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS"
"Avionics Technicians"
"BAKERS"
"BARBERS"
"Bartenders"
"BARTENDERS"
"Bill and Account Collectors"
"BILL AND ACCOUNT COLLECTORS"
"Billing and Posting Clerks"
"BILLING AND POSTING CLERKS"
"BIOCHEMICAL ENGINEERS"
"BIOCHEMIST & BIOPHYSICIST"
"Biochemists"
"BIOCHEMISTS"
"BIOCHEMISTS & BIOPHYSICISTS"
"Biochemists and Biophysicists"
"BIOCHEMISTS AND BIOPHYSICISTS"
"BIOCHEMISTS OR BIOPHYSICISTS"
"BIOINFORMATICS SCIENCTISTS"
"BIOINFORMATICS SCIENTIST"
"BIOINFORMATICS SCIENTISTS"
"BIOINFORMATICS TECHNICIANS"
"BIOLOGICAL SCIENCE TEACHERS"
"Biological Science Teachers, Postsecondary"
"BIOLOGICAL SCIENCE TEACHERS, POSTSECONDARY"
"BIOLOGICAL SCIENTIST, ALL OTHERS"
"Biological Scientists"
"BIOLOGICAL SCIENTISTS"
"Biological Scientists, All Other"
"BIOLOGICAL SCIENTISTS, ALL OTHER"
"BIOLOGICAL SCIENTISTS, ALL OTHERS"
"BIOLOGICAL TEACHERS, POSTSECONDARY"
"BIOLOGICAL TECHNICIAN"
"Biological Technicians"
"BIOLOGICAL TECHNICIANS"
"BIOLOGIST (19-1020.01)"
"Biologists"
"BIOLOGISTS"
"BIOLOGISTS (19-1020.01)"
"BIOLOGISTS (19.1020.01)"
"Biomedical Engineers"
"BIOMEDICAL ENGINEERS"
"Biophysicists"
"BIOSTATISTICIAN"
"BIOSTATISTICIANS"
"Bookkeeping, Accounting, and Auditing Clerks"
"BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS"
"Broadcast News Analysts"
"BROADCAST NEWS ANALYSTS"
"Broadcast Technicians"
"BROADCAST TECHNICIANS"
"Brokerage Clerks"
"BROKERAGE CLERKS"
"Budget Analysts"
"BUDGET ANALYSTS"
"BUS AND TRUCK MECHANICS AND DIESEL ENGINE"
"BUSINESS INTELLIGENCE ANALYST"
"BUSINESS INTELLIGENCE ANALYSTS"
"BUSINESS INTELLIGENCE ANAYLSTS"
"BUSINESS OPERATIONS SPECIALIST, ALL OTHERS"
"Business Operations Specialists, All Other"
"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER"
"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER*"
"BUSINESS OPERATIONS SPECIALISTS, ALL OTHERS"
"BUSINESS SYSTEMS ANALYSTS"
"BUSINESS TEACHER, POSTSECONDARY"
"Business Teachers, Postsecondary"
"BUSINESS TEACHERS, POSTSECONDARY"
"Buyers and Purchasing Agents, Farm Products"
"BUYERS AND PURCHASING AGENTS, FARM PRODUCTS"
"CABINETMAKERS AND BENCH CARPENTERS"
"Camera and Photographic Equipment Repairers"
"CAMERA OPERATORS, TELEVISION, VIDEO, AND MOTION"
"Camera Operators, Television, Video, and Motion Pi"
"Captains, Mates, and Pilots of Water Vessels"
"CAPTAINS, MATES, AND PILOTS OF WATER VESSELS"
"Cardiovascular Technologists and Technicians"
"CARDIOVASCULAR TECHNOLOGISTS AND TECHNICIANS"
"CAREER/TECHNICAL  EDUCATION TEACHERS, MIDDLE"
"Career/Technical Education Teachers, Middle School"
"CAREER/TECHNICAL EDUCATION TEACHERS, MIDDLE SCHOOL"
"CAREER/TECHNICAL EDUCATION TEACHERS, SECONDARY"
"Career/Technical Education Teachers, Secondary Sch"
"Cargo and Freight Agents"
"CARGO AND FREIGHT AGENTS"
"CARPENTERS"
"Cartographers and Photogrammetrists"
"CARTOGRAPHERS AND PHOTOGRAMMETRISTS"
"CASHIERS"
"Chefs and Head Cooks"
"CHEFS AND HEAD COOKS"
"CHEMICAL ENGINEER"
"CHEMICAL ENGINEERING"
"Chemical Engineers"
"CHEMICAL ENGINEERS"
"Chemical Technicians"
"CHEMICAL TECHNICIANS"
"CHEMIST"
"CHEMIST/SCIENTIST"
"CHEMISTRY TEACHER, POSTSECONDARY"
"CHEMISTRY TEACHERS, POSTECONDARY"
"Chemistry Teachers, Postsecondary"
"CHEMISTRY TEACHERS, POSTSECONDARY"
"Chemists"
"CHEMISTS"
"Chief Executives"
"CHIEF EXECUTIVES"
"Child, Family, and School Social Workers"
"CHILD, FAMILY, AND SCHOOL SOCIAL WORKERS"
"Childcare Workers"
"CHILDCARE WORKERS"
"Chiropractors"
"CHIROPRACTORS"
"CHMEICAL ENGINEERS"
"Choreographers"
"CHOREOGRAPHERS"
"CIVIL ENGINEER"
"Civil Engineering Technicians"
"CIVIL ENGINEERING TECHNICIANS"
"Civil Engineers"
"CIVIL ENGINEERS"
"Civil Engineers, Non R&D"
"CIVIL ENGINEERS, NON R&D"
"CIVIL ENGINEERS, NON-R&D"
"CIVIL ENGINEERS, R&AMP;D"
"Civil Engineers, R&D"
"CIVIL ENGINEERS, R&D"
"Claims Adjusters, Examiners, and Investigators"
"CLAIMS ADJUSTERS, EXAMINERS, AND INVESTIGATORS"
"Claims Examiners, Property and Casualty Insurance"
"Clergy"
"CLERGY"
"CLINICAL DATA MANAGER"
"CLINICAL DATA MANAGERS"
"Clinical Psychologists"
"CLINICAL RESEARCH COORDINATOR"
"CLINICAL RESEARCH COORDINATORS"
"Clinical, Counseling, and School Psychologists"
"CLINICAL, COUNSELING, AND SCHOOL PSYCHOLOGISTS"
"Coaches and Scouts"
"COACHES AND SCOUTS"
"COMMERCIAL & INDUSTRIAL DESIGNER"
"COMMERCIAL & INDUSTRIAL DESIGNERS"
"COMMERCIAL AND INDUSTRIAL DEISGNERS"
"COMMERCIAL AND INDUSTRIAL DESIGNER"
"Commercial and Industrial Designers"
"COMMERCIAL AND INDUSTRIAL DESIGNERS"
"COMMERCIAL AND INDUSTRIAL DESINGERS"
"COMMERCIAL AND INDUSTRIAL ENGINEERS"
"COMMERCIAL AND INSDISTRIAL DESIGNERS"
"COMMERCIAL INDUSTRIAL DESIGNERS"
"Commercial Pilots"
"COMMERCIAL PILOTS"
"COMMERICAL AND INDUSTRIAL DESIGNERS"
"COMMERICAL AND INDUSTRIAL ENGINEERS"
"COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS"
"COMMUNICATION TEACHER, POSTSECONDARY"
"Communications Equipment Operators, All Other"
"COMMUNICATIONS STUDIES TEACHERS, POSTSECONDARY"
"Communications Teachers, Postsecondary"
"COMMUNICATIONS TEACHERS, POSTSECONDARY"
"COMMUNITY AND SOCIAL SERVICE SPECIALISTS, ALL"
"Community and Social Service Specialists, All Othe"
"COMMUNITY AND SOCIAL SERVICE SPECIALISTS, ALL OTHE"
"Community Health Workers"
"COMMUNITY HEALTH WORKERS"
"Compensation and Benefits Managers"
"COMPENSATION AND BENEFITS MANAGERS"
"COMPENSATION, BENEFITS, AND JOB ANALYSIS"
"COMPENSATION, BENEFITS, AND JOB ANALYSIS SPEC"
"Compensation, Benefits, and Job Analysis Specialis"
"COMPENSATION, BENEFITS, AND JOB ANALYSIS SPECIALIS"
"COMPENSATION,BENEFITS,AND JOB ANALYSIS SPECIALISTS"
"COMPLIANCE MANAGERS"
"Compliance Officers"
"COMPLIANCE OFFICERS"
"Compliance Officers, Except Agriculture, Construct"
"COMPTUER PROGRAMMERS"
"COMPUER SYSTEMS ANALYSTS"
"COMPUTE PROGRAMMERS"
"COMPUTER & INFORMATION RESEARCH SCIENTIST"
"COMPUTER & INFORMATION RESEARCH SCIENTISTS"
"COMPUTER & INFORMATION SYSTEMS MANAGERS"
"Computer and Information Research Scientists"
"COMPUTER AND INFORMATION RESEARCH SCIENTISTS"
"Computer and Information Scientists, Research"
"COMPUTER AND INFORMATION SCIENTISTS, RESEARCH"
"COMPUTER AND INFORMATION SYSTEMS MANAGER"
"Computer and Information Systems Managers"
"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
"COMPUTER AND INFORMATIONS SYSTEMS MANAGERS"
"COMPUTER AND INFORMATON SYSTEMS MANAGERS"
"COMPUTER APPLICATIONS, ALL OTHER"
"COMPUTER DEVELOPERS, APPLICATIONS"
"Computer Hardware Engineers"
"COMPUTER HARDWARE ENGINEERS"
"Computer Hardware Engineers, Non R&D"
"COMPUTER HARDWARE ENGINEERS, NON R&D"
"COMPUTER HARDWARE ENGINEERS, NON-R&D"
"COMPUTER HARDWARE ENGINEERS, R&AMP;D"
"Computer Hardware Engineers, R&D"
"COMPUTER HARDWARE ENGINEERS, R&D"
"COMPUTER INFORMATION SYSTEMS MANAGER"
"COMPUTER INFORMATION SYSTEMS MANAGERS"
"COMPUTER NETWORK ARCHITECT"
"Computer Network Architects"
"COMPUTER NETWORK ARCHITECTS"
"COMPUTER NETWORK ARCHITECTS, NON R&AMP;D"
"Computer Network Architects, Non R&D"
"COMPUTER NETWORK ARCHITECTS, NON R&D"
"Computer Network Architects, R&D"
"COMPUTER NETWORK ARCHITECTS, R&D"
"Computer Network Support Specialists"
"COMPUTER NETWORK SUPPORT SPECIALISTS"
"COMPUTER NETWORK SUPPORT SPECIALISTS 15-1152"
"COMPUTER NETWORK SUPPORTS SPECIALIST"
"COMPUTER NETWORKS ARCHITECTS"
"COMPUTER NUMERICALLY CONTROLLED MACHINE TOOL"
"Computer Numerically Controlled Machine Tool Progr"
"COMPUTER OCCUPATION, ALL OTHER"
"COMPUTER OCCUPATION, ALL OTHERS"
"COMPUTER OCCUPATIONS"
"COMPUTER OCCUPATIONS,  ALL OTHER"
"Computer Occupations, All Other"
"COMPUTER OCCUPATIONS, ALL OTHER"
"COMPUTER OCCUPATIONS, ALL OTHER: INFORMATION TECHN"
"COMPUTER OCCUPATIONS, ALL OTHER*"
"COMPUTER OCCUPATIONS, ALL OTHERS"
"COMPUTER OCCUPATIONS, OTHER"
"COMPUTER OCCUPATIONS, OTHER OTHER"
"COMPUTER OCCUPATIONS,ALL OTHER"
"COMPUTER OCCUPATIONS: ALL OTHER"
"COMPUTER OCCUPATIONS/ALL OTHER"
"COMPUTER OCCUPTATIONS, ALL OTHER"
"Computer Operators"
"COMPUTER OPERATORS"
"COMPUTER POGRAMMERS"
"COMPUTER PROGRAMERS"
"COMPUTER PROGRAMMER"
"COMPUTER PROGRAMMER ANALYST"
"Computer Programmer Non R & D"
"Computer Programmer R&D"
"Computer Programmers"
"COMPUTER PROGRAMMERS"
"COMPUTER PROGRAMMERS / ANALYST"
"Computer Programmers Non R & D"
"COMPUTER PROGRAMMERS NON R & D"
"Computer Programmers R & D"
"COMPUTER PROGRAMMERS R & D"
"COMPUTER PROGRAMMERS, NON R & D"
"COMPUTER PROGRAMMERS, NON R&AMP;D"
"COMPUTER PROGRAMMERS, NON R&D"
"COMPUTER PROGRAMMERS, R&AMP;D"
"COMPUTER PROGRAMMERS, R&D"
"COMPUTER PROGRAMMGER"
"COMPUTER SCIENCE TEACHER, POSTSECONDARY"
"Computer Science Teachers, Postsecondary"
"COMPUTER SCIENCE TEACHERS, POSTSECONDARY"
"Computer Security Specialists"
"Computer Software Engineers, Applications"
"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS"
"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS NON R&AM"
"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS NON R&D"
"Computer Software Engineers, Applications, Non R&D"
"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS, R&D"
"Computer Software Engineers, Applications,R&D"
"Computer Software Engineers, Systems Software"
"COMPUTER SOFTWARE ENGINEERS, SYSTEMS SOFTWARE"
"Computer Software Engineers, Systems Software, Non"
"Computer Specialists, All Other"
"COMPUTER SPECIALISTS, ALL OTHER"
"COMPUTER SUPPORT SPECIALIST"
"Computer Support Specialists"
"COMPUTER SUPPORT SPECIALISTS"
"COMPUTER SYSEMS ANALYSTS"
"COMPUTER SYSTEM ANALYST"
"COMPUTER SYSTEM ANALYSTS"
"COMPUTER SYSTEM ENGINEERS/ARCHITECTS"
"COMPUTER SYSTEMS AANALYSTS"
"COMPUTER SYSTEMS ANALSYSTS"
"COMPUTER SYSTEMS ANALSYT"
"COMPUTER SYSTEMS ANALSYTS"
"COMPUTER SYSTEMS ANALYHSTS"
"COMPUTER SYSTEMS ANALYS"
"COMPUTER SYSTEMS ANALYST"
"COMPUTER SYSTEMS ANALYST, NON R&D"
"Computer Systems Analysts"
"COMPUTER SYSTEMS ANALYSTS"
"COMPUTER SYSTEMS ANALYSTS, NON R&AMP;D"
"COMPUTER SYSTEMS ANALYSTS, NON R&AMP;D (ACWIA"
"Computer Systems Analysts, Non R&D"
"COMPUTER SYSTEMS ANALYSTS, NON R&D"
"Computer Systems Analysts, Non R&D (ACWIA Only)"
"COMPUTER SYSTEMS ANALYSTS, R&AMP;D"
"Computer Systems Analysts, R&D"
"COMPUTER SYSTEMS ANALYSTS, R&D"
"Computer Systems Analysts, R&D (ACWIA Only)"
"COMPUTER SYSTEMS ANALYSTSS"
"COMPUTER SYSTEMS ANALYTS"
"COMPUTER SYSTEMS ANAYSTS"
"COMPUTER SYSTEMS ANLAYSTS"
"COMPUTER SYSTEMS ANLYSTS"
"COMPUTER SYSTEMS ENGINEER"
"COMPUTER SYSTEMS ENGINEER/ARCHITECTS"
"COMPUTER SYSTEMS ENGINEERS"
"COMPUTER SYSTEMS ENGINEERS / ARCHITECTS"
"COMPUTER SYSTEMS ENGINEERS OR ARCHITECTS"
"COMPUTER SYSTEMS ENGINEERS, ARCHITECTS"
"COMPUTER SYSTEMS ENGINEERS/ ARCHITECTS"
"COMPUTER SYSTEMS ENGINEERS/ARCHITECT"
"Computer Systems Engineers/Architects"
"COMPUTER SYSTEMS ENGINEERS/ARCHITECTS"
"COMPUTER SYSTEMS ENGINEERS/ARCHITECTS (ENGINEERS)"
"COMPUTER SYSTEMS ENGINEERS/ARQUITECTS"
"COMPUTER SYSTEMS, ANALYSTS"
"COMPUTER SYSTEMSANALYSTS"
"COMPUTER SYTEMS ANALYST"
"COMPUTER SYTEMS ANALYSTS"
"COMPUTER USER SUPPORT SPECIALIST"
"Computer User Support Specialists"
"COMPUTER USER SUPPORT SPECIALISTS"
"COMPUTER, AUTOMATED TELLER, AND OFFICE MACHINE"
"COMPUTERS MANAGERS"
"COMPUTERS SYSTEMS ANALYSTS"
"COMPYTER SYSTEMS ANALYSTS"
"COMUTER OCCUPATIONS, ALL OTHER"
"Concierges"
"CONCIERGES"
"Conservation Scientists"
"CONSERVATION SCIENTISTS"
"Construction and Building Inspectors"
"CONSTRUCTION AND BUILDING INSPECTORS"
"Construction and Related Workers, All Other"
"CONSTRUCTION AND RELATED WORKERS, ALL OTHER"
"Construction Laborers"
"CONSTRUCTION LABORERS"
"CONSTRUCTION MANAGER"
"Construction Managers"
"CONSTRUCTION MANAGERS"
"COOKS, ALL OTHER"
"COOKS, FAST FOOD"
"COOKS, PRIVATE HOUSEHOLD"
"Cooks, Restaurant"
"COOKS, RESTAURANT"
"COPMUTER PROGRAMMERS"
"COPMUTER SYSTEMS ANALYST"
"Copy Writers"
"COPY WRITERS"
"COPYWRITERS"
"COST ESTIMATOR"
"Cost Estimators"
"COST ESTIMATORS"
"COUNSELING PSYCHOLOGIST"
"Counselors, All Other"
"COUNSELORS, ALL OTHER"
"COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION,"
"Craft Artists"
"CRAFT ARTISTS"
"CREDIT ANALYST"
"Credit Analysts"
"CREDIT ANALYSTS"
"Credit Authorizers, Checkers, and Clerks"
"CREDIT AUTHORIZERS, CHECKERS, AND CLERKS"
"Credit Counselors"
"CREDIT COUNSELORS"
"CRIMINAL JUSTICE AND LAW ENFORCEMENT TEACHERS"
"CRIMINAL JUSTICE AND LAW ENFORCEMENT TEACHERS,"
"Criminal Justice and Law Enforcement Teachers, Pos"
"CRIMINAL JUSTICE AND LAW ENFORCEMENT TEACHERS, POS"
"CRIMINAL JUSTICE AND LAW ENFORCEMENT TEACHERS, POSTSECONDARY"
"Curators"
"CURATORS"
"CUSTOMER SERVICE REPRESENTATIVE"
"Customer Service Representatives"
"CUSTOMER SERVICE REPRESENTATIVES"
"Dancers"
"DANCERS"
"DATA ENTRY KEYERS"
"DATA WAREHOUSING SPECIALIST"
"DATA WAREHOUSING SPECIALISTS"
"DATABASE ADMINISTRATION"
"DATABASE ADMINISTRATOR"
"Database Administrators"
"DATABASE ADMINISTRATORS"
"DATABASE ADMINSTRATORS"
"DATABASE ARCHITECTS"
"DATEBASE ADMINISTRATORS"
"DEMONSTRATORS AND PRODUCT PROMOTERS"
"Dental Assistants"
"DENTAL ASSISTANTS"
"Dental Hygienists"
"Dental Laboratory Technicians"
"DENTAL LABORATORY TECHNICIANS"
"DENTIST"
"DENTIST, GENERAL"
"DENTISTS"
"Dentists, All Other Specialists"
"DENTISTS, ALL OTHER SPECIALISTS"
"Dentists, General"
"DENTISTS, GENERAL"
"DESIGNER, ALL OTHER"
"Designers, All Other"
"DESIGNERS, ALL OTHER"
"DESIGNERS, ALL OTHERS"
"Desktop Publishers"
"DESKTOP PUBLISHERS"
"Detectives and Criminal Investigators"
"DETECTIVES AND CRIMINAL INVESTIGATORS"
"DEVELOPER - MICROSOFT TECHNOLOGIES"
"Diagnostic Medical Sonographers"
"DIAGNOSTIC MEDICAL SONOGRAPHERS"
"DIETETIC TECHNICIANS"
"Dietitians and Nutritionists"
"DIETITIANS AND NUTRITIONISTS"
"DIRECTORS- STAGE, MOTION PICTURES, TELEVISION, AND"
"Directors, Religious Activities and Education"
"DIRECTORS, RELIGIOUS ACTIVITIES AND EDUCATION"
"DISHWASHERS"
"DISPATCHERS, EXCEPT POLICE, FIRE, AND AMBULANCE"
"DOCUMENT MANAGEMENT SPECIALISTS"
"DOOR-TO-DOOR SALES WORKERS, NEWS AND STREET"
"Drafters, All Other"
"DRAFTERS, ALL OTHER"
"DRILLING AND BORING MACHINE TOOL SETTERS,"
"Economics Teachers, Postsecondary"
"ECONOMICS TEACHERS, POSTSECONDARY"
"Economists"
"ECONOMISTS"
"Editors"
"EDITORS"
"EDUCATION ADMIN., CHILDCARE CENTER/PROGRAM"
"EDUCATION ADMINISTATORS, POSTSECONDARY"
"Education Administrators, All Other"
"EDUCATION ADMINISTRATORS, ALL OTHER"
"Education Administrators, Elementary and Secondary"
"EDUCATION ADMINISTRATORS, ELEMENTARY AND SECONDARY"
"EDUCATION ADMINISTRATORS, ELEMENTARY/SECONDARY"
"Education Administrators, Postsecondary"
"EDUCATION ADMINISTRATORS, POSTSECONDARY"
"Education Administrators, Preschool and Child Care"
"Education Administrators, Preschool and Childcare"
"EDUCATION ADMINISTRATORS, PRESCHOOL AND CHILDCARE"
"Education Teachers, Postsecondary"
"EDUCATION TEACHERS, POSTSECONDARY"
"EDUCATION, TRAINING, & LIBRARY WORKERS, ALL OTHER"
"EDUCATION, TRAINING, AND LIBRARY WORKERS, ALL"
"Education, Training, and Library Workers, All Othe"
"EDUCATION, TRAINING, AND LIBRARY WORKERS, ALL OTHE"
"EDUCATIONAL COUNSELORS"
"EDUCATIONAL, GUIDANCE, SCHOOL AND VOCATIONAL COUNS"
"EDUCATIONAL, GUIDANCE, SCHOOL, AND VOCATIONAL"
"Educational, Guidance, School, and Vocational Coun"
"EDUCATIONAL, GUIDANCE, SCHOOL, AND VOCATIONAL COUN"
"Educational, Vocational, and School Counselors"
"ELECTONICS ENGINEERS, EXCEPT COMPUTER"
"ELECTRCIAL ENGINEERS"
"Electrical and Electronic Engineering Technicians"
"ELECTRICAL AND ELECTRONIC ENGINEERING TECHNICIANS"
"Electrical and Electronics Drafters"
"ELECTRICAL AND ELECTRONICS DRAFTERS"
"Electrical and Electronics Engineering Technicians"
"ELECTRICAL AND ELECTRONICS ENGINEERING TECHNICIANS"
"ELECTRICAL AND ELECTRONICS INSTALLERS AND"
"ELECTRICAL AND ELECTRONICS REPAIRERS, COMMERCIAL"
"Electrical and Electronics Repairers, Powerhouse,"
"ELECTRICAL AND ELECTRONICS REPAIRERS, POWERHOUSE,"
"ELECTRICAL DRAFTERS"
"ELECTRICAL ENGINEER"
"Electrical Engineering Technicians"
"ELECTRICAL ENGINEERING TECHNICIANS"
"ELECTRICAL ENGINEERING TECHNOLOGISTS"
"ELECTRICAL ENGINEERINGS"
"Electrical Engineers"
"ELECTRICAL ENGINEERS"
"Electrical Engineers, Non R&D"
"ELECTRICAL ENGINEERS, NON R&D"
"ELECTRICAL ENGINEERS, NON-R&AMP;D"
"ELECTRICAL ENGINEERS, NON-R&D"
"ELECTRICAL ENGINEERS, R&AMP;D"
"Electrical Engineers, R&D"
"ELECTRICAL ENGINEERS, R&D"
"ELECTRICAL ENGINERS"
"ELECTRICAL ENIGINEERS"
"Electricians"
"ELECTRICIANS"
"Electro-Mechanical Technicians"
"ELECTRO-MECHANICAL TECHNICIANS"
"ELECTROMECHANICAL ENGINEERING TECHNOLOGISTS"
"ELECTROMECHANICAL EQUIPMENT ASSEMBLERS"
"ELECTRONIC ENGINEERS, EXCEPT COMPUTER"
"ELECTRONIC ENGINEERS, EXCEPT COMPUTER, R&D"
"ELECTRONICS ENGINEER EXCEPT COMPUTERS"
"ELECTRONICS ENGINEER, EXCEPT COMPUTER"
"ELECTRONICS ENGINEERING TECHNOLOGISTS"
"ELECTRONICS ENGINEERS"
"ELECTRONICS ENGINEERS EXCEPT COMPUTER"
"ELECTRONICS ENGINEERS,  EXCEPT COMPUTER"
"ELECTRONICS ENGINEERS, EXCEPT COMPUER"
"Electronics Engineers, Except Computer"
"ELECTRONICS ENGINEERS, EXCEPT COMPUTER"
"ELECTRONICS ENGINEERS, EXCEPT COMPUTER,"
"ELECTRONICS ENGINEERS, EXCEPT COMPUTER, NON"
"Electronics Engineers, Except Computer, Non R&D"
"ELECTRONICS ENGINEERS, EXCEPT COMPUTER, R&AMP;D"
"Electronics Engineers, Except Computer, R&D"
"ELECTRONICS ENGINEERS, EXCEPT COMPUTER, R&D"
